"","Long_sample_name","Experiment","Day","Group","Mouse","sensor","bc","reads_none","reads_spec","fabR_normalisation_factor_none","fabR_normalisation_factor_spec","none","spec","odds_ratio"
"29","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS8",29,1932,379,4050,9995.00000000001,0.477037037037037,0.0379189594797398,0.0794885020149826
"30","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS7",30,1015,1072,4050,9995.00000000001,0.250617283950617,0.107253626813407,0.427957821275169
"31","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",31,714,1569,4050,9995.00000000001,0.176296296296296,0.156978489244622,0.890424203698487
"32","Aerobic_SOC2","LB012","None","None","None","Y_enterocolitica_TCS3",32,959,1814,4050,9995.00000000001,0.23679012345679,0.181490745372686,0.766462480458164
"33","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",33,2239,116,4050,9995.00000000001,0.55283950617284,0.0116058029014507,0.0209930780486268
"34","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",34,762,1550,4050,9995.00000000001,0.188148148148148,0.155077538769385,0.824231013144367
"35","Aerobic_SOC2","LB012","None","None","None","B_frag_TCS3",35,1050,1257,4050,9995.00000000001,0.259259259259259,0.12576288144072,0.485085399842778
"36","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",36,682,1476,4050,9995.00000000001,0.168395061728395,0.147673836918459,0.876948738298767
"37","Aerobic_SOC2","LB012","None","None","None","K_oxytoca_TCS1",37,723,1417,4050,9995.00000000001,0.178518518518519,0.141770885442721,0.794152262853418
"38","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",38,1026,1122,4050,9995.00000000001,0.253333333333333,0.112256128064032,0.4431162949896
"39","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS4",39,1329,708,4050,9995.00000000001,0.328148148148148,0.0708354177088544,0.215864139744816
"40","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS4",40,939,1170,4050,9995.00000000001,0.231851851851852,0.117058529264632,0.504885030374612
"41","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS7",41,618,1671,4050,9995.00000000001,0.152592592592593,0.167183591795898,1.0956206258469
"42","Aerobic_SOC2","LB012","None","None","None","yeaR23",42,1691,0,4050,9995.00000000001,0.417530864197531,0,0
"43","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS5",43,611,1466,4050,9995.00000000001,0.150864197530864,0.146673336668334,0.972220971369481
"44","Aerobic_SOC2","LB012","None","None","None","B_frag_TCS3",44,809,1317,4050,9995.00000000001,0.199753086419753,0.131765882941471,0.659643789756435
"45","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS4",45,718,1374,4050,9995.00000000001,0.177283950617284,0.137468734367183,0.77541556293467
"46","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS4",46,733,1177,4050,9995.00000000001,0.180987654320988,0.11775887943972,0.650645923234468
"47","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS3",47,673,1435,4050,9995.00000000001,0.166172839506173,0.143571785892946,0.863990687765873
"48","Aerobic_SOC2","LB012","None","None","None","Y_enterocolitica_TCS3",48,640,1198,4050,9995.00000000001,0.158024691358025,0.119859929964982,0.758488619309654
"49","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS2",49,630,1240,4050,9995.00000000001,0.155555555555556,0.124062031015508,0.797541627956835
"50","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",50,876,1084,4050,9995.00000000001,0.216296296296296,0.108454227113557,0.501415091107197
"51","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",51,666,1157,4050,9995.00000000001,0.164444444444444,0.11575787893947,0.703933047604883
"52","Aerobic_SOC2","LB012","None","None","None","K_oxytoca_TCS1",52,805,856,4050,9995.00000000001,0.198765432098765,0.0856428214107053,0.430873822004169
"53","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS4",53,703,771,4050,9995.00000000001,0.17358024691358,0.0771385692846423,0.444397163019632
"54","Aerobic_SOC2","LB012","None","None","None",NA,54,647,917,4050,9995.00000000001,0.159753086419753,0.0917458729364682,0.574297968149453
"55","Aerobic_SOC2","LB012","None","None","None","S_enterica_TCS_ttrSRRIG",55,795,0,4050,9995.00000000001,0.196296296296296,0,0
"56","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",56,742,664,4050,9995.00000000001,0.18320987654321,0.0664332166083041,0.362607179600582
"57","Aerobic_SOC2","LB012","None","None","None","S_enterica_TCS3",57,1411,0,4050,9995.00000000001,0.348395061728395,0,0
"58","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",58,534,757,4050,9995.00000000001,0.131851851851852,0.0757378689344672,0.574416421693993
"59","Aerobic_SOC2","LB012","None","None","None",NA,59,1324,0,4050,9995.00000000001,0.326913580246914,0,0
"60","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",60,426,902,4050,9995.00000000001,0.105185185185185,0.0902451225612806,0.857964193364287
"61","Aerobic_SOC2","LB012","None","None","None","K_oxytoca_TCS1",61,581,770,4050,9995.00000000001,0.143456790123457,0.0770385192596298,0.537015495699657
"62","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS5",62,567,754,4050,9995.00000000001,0.14,0.0754377188594297,0.538840848995926
"63","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS11",63,471,767,4050,9995.00000000001,0.116296296296296,0.0767383691845922,0.659852219103182
"64","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",64,461,839,4050,9995.00000000001,0.113827160493827,0.0839419709854927,0.737451155078623
"65","Aerobic_SOC2","LB012","None","None","None","S_enterica_TCS1",65,1310,0,4050,9995.00000000001,0.323456790123457,0,0
"66","Aerobic_SOC2","LB012","None","None","None",NA,66,481,696,4050,9995.00000000001,0.118765432098765,0.0696348174087043,0.586322267162687
"67","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS2",67,483,671,4050,9995.00000000001,0.119259259259259,0.0671335667833916,0.562921212158874
"68","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS10",68,1167,0,4050,9995.00000000001,0.288148148148148,0,0
"69","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",69,502,674,4050,9995.00000000001,0.123950617283951,0.0674337168584292,0.544036958718403
"70","Aerobic_SOC2","LB012","None","None","None","B_producta_TCS6",70,1135,48,4050,9995.00000000001,0.280246913580247,0.0048024012006003,0.0171363214646971
"71","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS5",71,434,657,4050,9995.00000000001,0.107160493827161,0.0657328664332166,0.613405781231629
"72","Aerobic_SOC2","LB012","None","None","None","torC23",72,1197,0,4050,9995.00000000001,0.295555555555556,0,0
"73","Aerobic_SOC2","LB012","None","None","None","ynfE15",73,1128,0,4050,9995.00000000001,0.278518518518519,0,0
"74","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",74,998,107,4050,9995.00000000001,0.24641975308642,0.0107053526763382,0.0434435654701098
"75","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS4",75,971,0,4050,9995.00000000001,0.239753086419753,0,0
"76","Aerobic_SOC2","LB012","None","None","None","K_oxytoca_TCS1",76,449,629,4050,9995.00000000001,0.110864197530864,0.0629314657328664,0.567644624093783
"77","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS2",77,334,700,4050,9995.00000000001,0.0824691358024692,0.0700350175087543,0.849227008713937
"78","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS9",78,715,153,4050,9995.00000000001,0.176543209876543,0.0153076538269134,0.0867076895090901
"79","Aerobic_SOC2","LB012","None","None","None","yeaR23",79,751,0,4050,9995.00000000001,0.185432098765432,0,0
"80","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS7",80,592,24,4050,9995.00000000001,0.146172839506173,0.00240120060030015,0.0164271324851615
"81","Aerobic_SOC2","LB012","None","None","None",NA,81,1019,0,4050,9995.00000000001,0.251604938271605,0,0
"82","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS6",82,1011,0,4050,9995.00000000001,0.24962962962963,0,0
"83","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS7",83,341,574,4050,9995.00000000001,0.0841975308641976,0.0574287143571785,0.682071240899041
"84","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS5",84,377,618,4050,9995.00000000001,0.0930864197530864,0.0618309154577288,0.664231319903983
"85","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",85,393,543,4050,9995.00000000001,0.0970370370370371,0.0543271635817909,0.559860082713112
"86","Aerobic_SOC2","LB012","None","None","None","S_enterica_TCS_ttrSRRIG",86,510,0,4050,9995.00000000001,0.125925925925926,0,0
"87","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS10",87,889,0,4050,9995.00000000001,0.219506172839506,0,0
"88","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",88,286,558,4050,9995.00000000001,0.0706172839506173,0.0558279139569784,0.790570110229939
"89","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",89,924,73,4050,9995.00000000001,0.228148148148148,0.00730365182591295,0.0320127596265665
"90","Aerobic_SOC2","LB012","None","None","None","B_frag_TCS3",90,360,562,4050,9995.00000000001,0.0888888888888889,0.0562281140570285,0.63256628314157
"91","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",91,317,628,4050,9995.00000000001,0.0782716049382716,0.0628314157078539,0.802735752734411
"92","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS7",92,311,541,4050,9995.00000000001,0.0767901234567901,0.0541270635317658,0.704870119947433
"93","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",93,870,17,4050,9995.00000000001,0.214814814814815,0.0017008504252126,0.00791775197943799
"94","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS4",94,316,511,4050,9995.00000000001,0.0780246913580247,0.0511255627813907,0.655248510331114
"95","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",95,349,517,4050,9995.00000000001,0.0861728395061729,0.0517258629314657,0.600257148631622
"96","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS6",96,834,3,4050,9995.00000000001,0.205925925925926,0.000300150075037519,0.00145756331403111
"97","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS1",97,857,0,4050,9995.00000000001,0.211604938271605,0,0
"98","Aerobic_SOC2","LB012","None","None","None","Y_enterocolitica_TCS5",98,384,620,4050,9995.00000000001,0.0948148148148148,0.0620310155077538,0.654233366683341
"99","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS5",99,272,549,4050,9995.00000000001,0.0671604938271605,0.0549274637318659,0.817853779831091
"100","Aerobic_SOC2","LB012","None","None","None",NA,100,896,0,4050,9995.00000000001,0.221234567901235,0,0
"101","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",101,424,421,4050,9995.00000000001,0.104691358024691,0.0421210605302651,0.402335601763145
"102","Aerobic_SOC2","LB012","None","None","None","B_frag_TCS3",102,306,506,4050,9995.00000000001,0.0755555555555556,0.0506253126563281,0.670040902804343
"103","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS7",103,308,485,4050,9995.00000000001,0.0760493827160494,0.0485242621310655,0.638062537762387
"104","Aerobic_SOC2","LB012","None","None","None","torC17",104,808,0,4050,9995.00000000001,0.199506172839506,0,0
"105","Aerobic_SOC2","LB012","None","None","None","B_producta_TCS12",105,230,579,4050,9995.00000000001,0.0567901234567901,0.0579289644822411,1.02005350501338
"106","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",106,742,98,4050,9995.00000000001,0.18320987654321,0.00980490245122561,0.0535173247000858
"107","Aerobic_SOC2","LB012","None","None","None","K_oxytoca_TCS1",107,331,424,4050,9995.00000000001,0.0817283950617284,0.0424212106053026,0.519051066318657
"108","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS3",108,286,548,4050,9995.00000000001,0.0706172839506173,0.0548274137068534,0.776402187107539
"109","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS6",109,458,197,4050,9995.00000000001,0.113086419753086,0.0197098549274637,0.174290201869494
"110","Aerobic_SOC2","LB012","None","None","None","yeaR23",110,548,0,4050,9995.00000000001,0.135308641975309,0,0
"111","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS2",111,247,480,4050,9995.00000000001,0.0609876543209877,0.048024012006003,0.787438253539725
"112","Aerobic_SOC2","LB012","None","None","None","S_enterica_TCS5",112,543,173,4050,9995.00000000001,0.134074074074074,0.0173086543271636,0.129097698020281
"113","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS7",113,300,425,4050,9995.00000000001,0.0740740740740741,0.0425212606303151,0.574037018509254
"114","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS7",114,372,0,4050,9995.00000000001,0.0918518518518519,0,0
"115","Aerobic_SOC2","LB012","None","None","None",NA,115,291,422,4050,9995.00000000001,0.0718518518518519,0.0422211105552776,0.587613394326028
"116","Aerobic_SOC2","LB012","None","None","None",NA,116,248,562,4050,9995.00000000001,0.0612345679012346,0.0562281140570285,0.918241378753892
"117","Aerobic_SOC2","LB012","None","None","None","Y_enterocolitica_TCS5",117,500,287,4050,9995.00000000001,0.123456790123457,0.0287143571785893,0.232586293146573
"118","Aerobic_SOC2","LB012","None","None","None","B_producta_TCS12",118,218,401,4050,9995.00000000001,0.0538271604938272,0.040120060030015,0.745349739089728
"119","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS6",119,686,0,4050,9995.00000000001,0.169382716049383,0,0
"120","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS7",120,387,0,4050,9995.00000000001,0.0955555555555556,0,0
"121","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS4",121,223,460,4050,9995.00000000001,0.0550617283950617,0.0460230115057528,0.835843930934076
"122","Aerobic_SOC2","LB012","None","None","None","yeaR23",122,461,0,4050,9995.00000000001,0.113827160493827,0,0
"123","Aerobic_SOC2","LB012","None","None","None",NA,123,686,0,4050,9995.00000000001,0.169382716049383,0,0
"124","Aerobic_SOC2","LB012","None","None","None","ynfE17",124,666,0,4050,9995.00000000001,0.164444444444444,0,0
"125","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS7",125,323,394,4050,9995.00000000001,0.0797530864197531,0.0394197098549274,0.494271903753734
"126","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",126,299,362,4050,9995.00000000001,0.0738271604938272,0.0362181090545272,0.490579738029549
"127","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS2",127,252,439,4050,9995.00000000001,0.0622222222222222,0.0439219609804902,0.705888658615021
"128","Aerobic_SOC2","LB012","None","None","None","B_frag_TCS3",128,245,380,4050,9995.00000000001,0.0604938271604938,0.0380190095047524,0.628477504058151
"129","Aerobic_SOC2","LB012","None","None","None","B_producta_TCS6",129,598,24,4050,9995.00000000001,0.147654320987654,0.00240120060030015,0.0162623117578856
"130","Aerobic_SOC2","LB012","None","None","None","ynfE15",130,594,0,4050,9995.00000000001,0.146666666666667,0,0
"131","Aerobic_SOC2","LB012","None","None","None","B_producta_TCS12",131,187,414,4050,9995.00000000001,0.0461728395061728,0.0414207103551776,0.89707955582069
"132","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",132,237,432,4050,9995.00000000001,0.0585185185185185,0.0432216108054027,0.738597146674602
"133","Aerobic_SOC2","LB012","None","None","None","B_frag_TCS3",133,220,410,4050,9995.00000000001,0.054320987654321,0.0410205102551275,0.755150302423939
"134","Aerobic_SOC2","LB012","None","None","None","K_pneumoniae_TCS10",134,353,178,4050,9995.00000000001,0.0871604938271605,0.0178089044522261,0.204323124735172
"135","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS4",135,257,294,4050,9995.00000000001,0.0634567901234568,0.0294147073536768,0.463539162577397
"136","Aerobic_SOC2","LB012","None","None","None","ynfE17",136,550,0,4050,9995.00000000001,0.135802469135802,0,0
"137","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS2",137,566,0,4050,9995.00000000001,0.139753086419753,0,0
"138","Aerobic_SOC2","LB012","None","None","None","torCWT",138,560,0,4050,9995.00000000001,0.138271604938272,0,0
"139","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",139,225,285,4050,9995.00000000001,0.0555555555555556,0.0285142571285643,0.513256628314157
"140","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS7",140,245,293,4050,9995.00000000001,0.0604938271604938,0.0293146573286643,0.484589233392206
"141","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",141,523,5,4050,9995.00000000001,0.129135802469136,0.000500250125062531,0.00387382984035038
"142","Aerobic_SOC2","LB012","None","None","None",NA,142,129,393,4050,9995.00000000001,0.0318518518518519,0.0393196598299149,1.23445443652058
"143","Aerobic_SOC2","LB012","None","None","None","L_gasseri_TCS1",143,498,3,4050,9995.00000000001,0.122962962962963,0.000300150075037519,0.00244097952590753
"144","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",144,178,286,4050,9995.00000000001,0.0439506172839506,0.0286143071535768,0.651055865011157
"145","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",145,162,314,4050,9995.00000000001,0.04,0.0314157078539269,0.785392696348173
"146","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS2",146,175,300,4050,9995.00000000001,0.0432098765432099,0.0300150075037519,0.694633030801114
"147","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS7",147,277,0,4050,9995.00000000001,0.0683950617283951,0,0
"148","Aerobic_SOC2","LB012","None","None","None","ynfE15",148,494,0,4050,9995.00000000001,0.121975308641975,0,0
"149","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS2",149,477,0,4050,9995.00000000001,0.117777777777778,0,0
"150","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS7",150,468,0,4050,9995.00000000001,0.115555555555556,0,0
"151","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS9",151,243,253,4050,9995.00000000001,0.06,0.0253126563281641,0.421877605469401
"152","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS4",152,177,318,4050,9995.00000000001,0.0437037037037037,0.031815907953977,0.727991114201168
"153","Aerobic_SOC2","LB012","None","None","None","S_enterica_TCS_ttrSRRIG",153,248,0,4050,9995.00000000001,0.0612345679012346,0,0
"154","Aerobic_SOC2","LB012","None","None","None","B_frag_TCS3",154,209,259,4050,9995.00000000001,0.0516049382716049,0.0259129564782391,0.502141022664442
"155","Aerobic_SOC2","LB012","None","None","None",NA,155,154,272,4050,9995.00000000001,0.0380246913580247,0.0272136068034017,0.715682516582966
"156","Aerobic_SOC2","LB012","None","None","None","ynfE17",156,483,0,4050,9995.00000000001,0.119259259259259,0,0
"157","Aerobic_SOC2","LB012","None","None","None","L_plantarum_TCS2",157,163,257,4050,9995.00000000001,0.0402469135802469,0.0257128564282141,0.638877721069123
"158","Aerobic_SOC2","LB012","None","None","None","K_oxytoca_TCS1",158,193,250,4050,9995.00000000001,0.0476543209876543,0.0250125062531265,0.524873835881671
"159","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS7",159,281,0,4050,9995.00000000001,0.0693827160493827,0,0
"160","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS7",160,190,212,4050,9995.00000000001,0.0469135802469136,0.0212106053026513,0.452120797240725
"161","Aerobic_SOC2","LB012","None","None","None",NA,161,287,141,4050,9995.00000000001,0.0708641975308642,0.0141070535267634,0.199071661266173
"162","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",162,178,216,4050,9995.00000000001,0.0439506172839506,0.0216108054027013,0.491706527421013
"163","Aerobic_SOC2","LB012","None","None","None",NA,163,171,215,4050,9995.00000000001,0.0422222222222222,0.0215107553776888,0.509465258945262
"164","Aerobic_SOC2","LB012","None","None","None","K_pneumoniae_TCS10",164,180,254,4050,9995.00000000001,0.0444444444444445,0.0254127063531766,0.571785892946473
"165","Aerobic_SOC2","LB012","None","None","None","V_cholera_TCS2",165,165,223,4050,9995.00000000001,0.0407407407407408,0.0223111555777889,0.547637455091181
"166","Aerobic_SOC2","LB012","None","None","None",NA,166,152,270,4050,9995.00000000001,0.0375308641975309,0.0270135067533767,0.719767778626155
"167","Aerobic_SOC2","LB012","None","None","None","fabRbc4",167,253,288,4050,9995.00000000001,0.0624691358024691,0.0288144072036018,0.461258297132756
"168","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS2",168,161,193,4050,9995.00000000001,0.0397530864197531,0.0193096548274137,0.485739764292083
"169","Aerobic_SOC2","LB012","None","None","None","L_gasseri_TCS1",169,374,0,4050,9995.00000000001,0.0923456790123457,0,0
"170","Aerobic_SOC2","LB012","None","None","None",NA,170,136,236,4050,9995.00000000001,0.0335802469135803,0.0236118059029515,0.703145690492304
"171","Aerobic_SOC2","LB012","None","None","None","Y_enterocolitica_TCS5",171,164,237,4050,9995.00000000001,0.0404938271604938,0.023711855927964,0.585567173830817
"172","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS5",172,408,0,4050,9995.00000000001,0.100740740740741,0,0
"173","Aerobic_SOC2","LB012","None","None","None","B_frag_TCS3",173,175,218,4050,9995.00000000001,0.0432098765432099,0.0218109054527263,0.50476666904881
"174","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",174,361,51,4050,9995.00000000001,0.0891358024691358,0.00510255127563781,0.0572446888264076
"175","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS8",175,397,15,4050,9995.00000000001,0.0980246913580247,0.00150075037518759,0.0153099219635006
"176","Aerobic_SOC2","LB012","None","None","None","C_rodentium_TCS3",176,362,0,4050,9995.00000000001,0.0893827160493827,0,0
"177","Aerobic_SOC2","LB012","None","None","None","K_pneumonia_TCS3",177,437,0,4050,9995.00000000001,0.107901234567901,0,0
"178","Aerobic_SOC2","LB012","None","None","None","Y_enterocolitica_TCS3",178,199,187,4050,9995.00000000001,0.0491358024691358,0.0187093546773387,0.380768273584028
"179","Aerobic_SOC2","LB012","None","None","None","E_tarda_TCS5",179,347,0,4050,9995.00000000001,0.085679012345679,0,0
"180","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",180,156,197,4050,9995.00000000001,0.0385185185185185,0.0197098549274637,0.511698156770693
"181","Aerobic_SOC2","LB012","None","None","None",NA,181,150,214,4050,9995.00000000001,0.037037037037037,0.0214107053526763,0.578089044522261
"182","Aerobic_SOC2","LB012","None","None","None","E_faecalis_TCS2",182,134,204,4050,9995.00000000001,0.0330864197530864,0.0204102051025513,0.616875601980094
"183","Aerobic_SOC2","LB012","None","None","None","L_plantarum_TCS2",183,187,189,4050,9995.00000000001,0.0461728395061728,0.0189094547273637,0.40953631896162
"184","Aerobic_SOC2","LB012","None","None","None",NA,184,174,174,4050,9995.00000000001,0.042962962962963,0.0174087043521761,0.40520260130065
"185","Aerobic_SOC2","LB012","None","None","None","torC10",185,385,0,4050,9995.00000000001,0.0950617283950617,0,0
